1480304999.000000, 1480304999.000000, 1480304999.000000
32.000000, 32.000000, 32.000000
-64,22,10
-64,21,11
-63,23,13
-63,22,12
-61,21,14
-60,19,13
-59,18,13
-59,19,14
-59,19,14
-58,19,14
-58,20,14
-59,21,15
-59,21,15
-59,21,15
-58,22,15
-58,23,15
-58,23,14
-59,23,14
-59,23,14
-61,20,14
-62,18,16
-65,12,20
-68,8,20
-74,9,26
-75,31,19
-87,45,0
-73,84,-31
-33,68,-19
-28,63,-15
-34,40,-4
-30,30,7
-15,23,21
-22,22,29
-41,19,28
-47,25,23
-45,20,21
-53,29,26
-48,32,24
-37,32,64
-43,35,36
-52,40,24
-50,43,20
-47,42,20
-50,44,18
-49,42,19
-42,40,21
-44,40,19
-48,41,19
-50,42,18
-47,41,19
-47,40,19
-46,40,19
-47,41,18
-47,40,18
-47,40,19
-48,41,19
-49,41,19
-47,41,19
-47,41,18
-47,40,19
-46,40,20
-48,41,19
-47,41,20
-46,40,20
-48,41,20
-47,42,19
-45,41,18
-48,42,17
-46,40,19
-50,41,18
-45,44,18
-46,41,19
-44,39,20
-44,40,22
-47,40,20
-49,42,20
-44,41,20
-44,41,19
-46,41,20
-46,41,20
-47,41,20
-47,41,20
-45,41,20
-45,40,20
-46,41,20
-47,41,20
-46,41,20
-46,41,20
-45,41,20
-45,42,20
-46,41,20
-46,42,20
-45,42,20
-46,41,20
-46,41,20
-45,41,20
-45,41,19
-45,41,20
-45,41,21
-45,42,20
-46,42,21
-46,42,20
-47,42,20
-45,42,20
-44,40,21
-44,41,20
-45,41,20
-45,41,21
-47,40,20
-47,41,20
-45,41,21
-45,41,21
-45,41,21
-44,41,21
-44,41,21
-46,40,20
-46,41,19
-45,41,18
-44,41,17
-42,41,17
-44,43,16
-46,43,16
-47,44,16
-49,44,17
-49,45,17
-50,45,18
-50,44,17
-49,44,17
-47,44,15
-45,45,15
-43,44,15
-46,44,15
-43,41,19
-41,40,20
-41,40,21
-40,42,21
-40,43,21
-42,43,21
-42,42,20
-45,39,18
-42,35,16
-45,37,15
-61,39,15
-60,39,11
-50,42,14
-53,43,14
-59,45,13
-47,42,13
-42,41,14
-41,42,12
-42,41,10
-44,40,10
-53,39,11
-57,40,11
-68,42,12
-77,43,13
-75,48,14
-71,53,5
-72,60,-6
-57,57,-12
-43,52,-15
-39,52,-10
-42,48,-5
-44,37,1
-38,34,4
-37,32,5
-36,29,5
-36,29,5
-36,29,5
-39,31,6
-42,35,7
-55,55,2
-61,62,1
-62,66,5
