1479957298.000000, 1479957298.000000, 1479957298.000000
32.000000, 32.000000, 32.000000
8,63,-11
8,63,-11
8,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,62,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,62,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,62,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
8,63,-11
8,63,-11
7,62,-11
7,63,-11
7,63,-11
8,63,-11
7,63,-11
8,63,-11
8,63,-11
7,63,-11
8,63,-11
7,63,-11
8,63,-11
7,62,-11
7,63,-11
7,63,-11
7,63,-11
7,63,-11
8,63,-11
7,62,-11
7,62,-11
7,63,-12
7,63,-11
7,62,-12
7,63,-11
7,63,-12
6,63,-12
6,62,-11
6,63,-12
6,63,-12
6,63,-12
6,62,-12
6,63,-12
6,63,-12
6,63,-12
6,63,-13
7,63,-13
6,63,-12
6,63,-13
6,62,-13
6,63,-12
6,63,-13
6,62,-13
6,62,-13
6,62,-13
6,62,-13
6,63,-13
6,62,-12
6,63,-12
6,63,-13
6,63,-12
6,62,-12
6,63,-12
6,63,-13
6,63,-12
6,63,-13
5,63,-12
6,63,-12
6,63,-12
5,63,-12
6,63,-12
6,63,-12
7,62,-12
7,62,-12
7,63,-11
7,63,-11
7,63,-11
6,63,-12
6,63,-12
7,63,-11
6,63,-11
6,63,-11
6,63,-11
7,63,-11
7,63,-11
7,63,-10
7,63,-10
7,63,-10
7,63,-10
7,63,-9
7,62,-9
7,63,-9
7,63,-9
7,63,-9
8,63,-9
7,63,-9
7,63,-9
7,63,-9
7,63,-8
8,63,-8
8,63,-9
9,63,-8
8,63,-9
9,63,-8
9,63,-8
9,63,-9
9,62,-8
9,63,-8
8,63,-9
9,62,-9
8,63,-8
8,63,-9
8,63,-8
9,63,-9
9,63,-9
9,63,-9
9,63,-9
9,63,-9
8,63,-9
8,63,-9
9,63,-9
9,63,-9
8,63,-9
8,63,-9
8,63,-9
8,63,-9
8,63,-9
8,63,-9
8,63,-9
9,63,-9
8,63,-9
8,63,-9
8,63,-9
8,63,-9
8,63,-9
8,63,-9
9,63,-10
9,62,-9
8,63,-9
9,63,-10
9,63,-10
8,63,-10
8,63,-10
8,63,-10
8,63,-10
8,63,-10
7,62,-10
7,63,-9
7,63,-9
8,63,-10
9,62,-10
10,63,-10
9,63,-10
8,62,-10
8,64,-9
9,63,-9
8,63,-10
6,63,-10
6,64,-9
8,62,-8
9,63,-9
7,63,-10
7,63,-9
7,64,-8
5,63,-8
9,62,-7
8,63,-8
9,63,-10
11,63,-10
9,63,-8
9,63,-8
8,63,-9
8,63,-9
8,62,-8
8,63,-8
7,63,-8
8,63,-9
9,63,-9
9,62,-9
9,63,-9
9,63,-9
9,63,-9
10,63,-9
9,63,-10
9,63,-9
9,63,-10
9,63,-10
9,62,-10
7,63,-10
7,63,-9
7,63,-8
7,63,-8
6,63,-8
6,63,-8
7,63,-7
6,63,-9
6,63,-9
7,63,-9
6,63,-9
6,63,-9
7,63,-9
6,63,-9
6,63,-9
6,63,-9
5,63,-9
6,63,-9
7,63,-9
8,62,-9
8,63,-9
8,63,-10
8,63,-10
8,63,-9
8,63,-10
7,63,-10
8,62,-9
8,63,-9
8,63,-9
9,63,-9
9,62,-10
9,63,-9
9,63,-9
8,63,-9
9,63,-10
9,63,-10
8,63,-9
8,63,-9
8,63,-10
8,63,-9
9,63,-9
8,63,-10
10,61,-9
8,63,-10
6,63,-10
7,63,-10
7,63,-10
6,63,-10
7,62,-10
7,63,-10
7,63,-10
7,63,-10
7,63,-10
8,63,-10
8,63,-10
8,63,-10
7,62,-10
8,63,-10
7,63,-11
7,63,-10
8,62,-10
8,63,-10
9,63,-10
8,63,-11
8,62,-11
8,63,-10
8,63,-10
9,62,-10
8,63,-11
8,63,-11
9,62,-10
9,62,-10
8,63,-10
8,63,-10
9,63,-10
9,63,-10
9,63,-10
9,63,-10
8,62,-10
9,61,-10
8,64,-10
9,62,-10
9,63,-10
9,63,-10
9,62,-10
8,63,-10
8,62,-10
9,63,-10
9,63,-9
9,62,-10
9,63,-10
9,62,-9
8,63,-9
9,63,-10
9,62,-11
9,63,-11
9,62,-11
8,62,-11
8,63,-11
8,62,-10
9,62,-10
9,62,-10
9,62,-10
9,63,-11
8,63,-10
8,62,-11
8,63,-10
9,62,-10
8,63,-10
8,62,-11
9,63,-11
9,63,-10
9,62,-11
8,62,-10
8,62,-10
9,63,-11
9,63,-11
9,63,-11
9,62,-10
9,63,-10
9,62,-10
8,63,-10
9,62,-10
9,63,-10
9,62,-10
9,62,-10
9,62,-10
8,63,-10
9,63,-10
8,62,-10
9,63,-10
9,63,-10
10,62,-10
9,63,-11
9,63,-11
9,63,-10
9,63,-10
8,62,-10
8,62,-10
8,63,-10
8,63,-11
9,62,-11
9,62,-11
9,63,-11
10,63,-12
9,62,-12
10,62,-11
9,63,-11
9,63,-11
9,62,-11
9,63,-11
9,62,-11
9,62,-10
9,63,-10
9,63,-10
10,62,-10
9,63,-10
9,63,-11
8,63,-10
8,63,-10
8,63,-9
8,62,-10
7,63,-10
7,63,-10
7,63,-10
7,63,-10
7,63,-10
7,63,-10
6,63,-9
5,63,-10
5,63,-10
5,62,-11
4,64,-11
4,63,-10
5,63,-11
4,63,-11
4,63,-11
4,62,-11
3,62,-11
1,63,-13
1,63,-13
0,63,-15
-1,63,-14
0,63,-16
0,63,-15
1,62,-15
1,63,-15
0,63,-14
-1,63,-14
0,63,-14
-3,63,-14
-2,63,-14
-2,64,-16
-1,66,-17
-1,67,-15
-3,70,-14
-1,83,-27
1,103,-15
16,124,3
27,125,-5
5,99,-25
-15,82,-42
-25,63,-12
7,46,-23
4,49,-8
-16,46,-4
-20,41,-6
-26,40,-6
-31,34,-3
-31,29,2
-35,27,8
-46,30,4
-62,47,2
-70,55,2
-72,56,-6
-101,54,-49
-128,127,-54
23,58,13
-30,26,-15
-22,53,8
-19,94,-13
-19,75,-1
-26,54,-13
-24,57,-14
-18,65,-14
-16,64,-14
-15,63,-16
-8,60,-19
-10,60,-20
-3,62,-21
0,75,-16
-2,80,-13
8,83,-4
10,88,-10
46,103,-20
29,106,-26
-58,127,-38
-122,127,-74
-2,119,-19
6,76,-3
10,52,1
18,15,-6
25,-6,-6
19,-11,-6
7,-13,-4
-8,-8,-7
-75,5,-17
-105,24,-16
-107,29,0
-105,77,11
51,80,-1
-32,98,23
-21,52,-15
-36,60,-2
-31,64,-11
-26,64,-11
-24,63,-13
-22,60,-13
-14,65,-12
-11,63,-15
-9,56,-14
-4,61,-14
-9,73,-10
2,80,-2
-1,84,-5
1,86,-12
12,91,-9
40,101,-16
-18,118,-34
-68,127,-39
-44,127,-40
-19,114,-19
2,64,-11
15,9,2
25,-3,1
10,-11,-4
13,-14,-1
-13,-8,2
-27,-4,-1
-61,14,-5
-88,30,2
-99,37,3
-128,84,-17
26,40,29
-40,65,-49
-29,87,24
-23,76,-12
-32,62,-1
-32,60,-11
-27,65,-9
-24,70,-9
-23,64,-10
-18,61,-11
-15,65,-12
-11,61,-12
-13,64,-1
-10,68,-8
-9,74,-9
-4,75,-5
3,82,-10
15,90,-6
23,99,-18
-48,121,-34
-98,127,-38
-32,123,-21
-18,103,-15
5,58,-2
12,37,1
12,5,-4
13,-4,1
12,-5,3
2,-3,-1
-7,3,-1
-41,17,-5
-85,37,-7
-103,30,-2
-31,48,65
-52,57,-66
-31,78,-21
-29,75,-10
-32,57,-11
-34,59,-11
-32,65,-11
-29,58,-9
-30,58,-8
-23,64,-10
-20,62,-12
-19,59,-10
-17,59,-10
-18,60,-12
-13,72,-7
-6,76,-8
1,77,-9
10,87,-7
26,92,-16
8,109,-19
-30,118,-35
-87,127,-37
-24,104,-12
-16,90,-4
14,45,1
15,25,1
12,-1,-2
13,-7,2
10,-6,-1
-11,-1,0
-27,8,-2
-71,28,-5
-90,36,-2
-91,34,2
-128,72,19
41,37,-2
-22,105,5
-25,79,21
-27,48,-13
-29,71,-8
-29,64,-10
-27,64,-10
-23,70,-7
-19,65,-12
-16,63,-9
-13,62,-6
-10,61,-13
-10,60,-12
-14,61,-9
-11,66,-9
-9,76,-10
2,83,-3
4,84,-6
27,93,-16
30,89,-20
-11,108,-24
-84,127,-40
-42,127,-29
-13,101,-17
-3,83,-11
21,32,1
21,13,-3
18,0,-2
16,-4,-3
7,0,-3
-28,13,-11
-48,23,-20
-97,40,-12
-128,66,-20
