1479956890.000000, 1479956890.000000, 1479956890.000000
32.000000, 32.000000, 32.000000
-9,-63,0
-9,-63,0
-10,-63,2
-11,-63,3
-9,-63,3
-9,-63,2
-9,-63,1
-11,-62,2
-12,-62,2
-13,-62,0
-12,-63,0
-12,-63,-1
-13,-63,-2
-13,-62,-1
-14,-62,-1
-15,-63,-1
-14,-62,-1
-13,-63,-3
-13,-63,-2
-14,-63,-2
-14,-63,-2
-13,-62,-2
-13,-63,-2
-13,-63,-3
-12,-62,-3
-12,-62,-3
-13,-62,-2
-14,-62,-2
-14,-62,-3
-14,-62,-3
-14,-62,-2
-14,-63,-4
-13,-63,-4
-12,-63,-4
-12,-62,-3
-12,-63,-2
-12,-63,-2
-12,-62,-2
-13,-62,0
-13,-63,1
-13,-63,-5
-12,-63,-4
-12,-63,-4
-11,-63,-3
-10,-63,-2
-7,-64,-1
-6,-63,0
-8,-63,2
-9,-62,1
-9,-63,1
-7,-64,-1
-6,-63,1
-6,-64,4
-6,-63,4
-4,-64,5
-2,-63,8
-2,-63,8
-3,-63,7
-3,-63,7
-2,-63,6
-2,-63,6
-2,-63,6
-4,-64,7
-4,-64,8
-4,-63,9
-3,-63,8
-3,-62,7
-2,-62,7
-1,-62,7
-3,-62,8
-3,-63,7
-4,-62,8
-4,-62,6
-5,-62,7
-7,-62,6
-6,-63,5
-6,-64,3
-4,-65,3
-4,-65,4
-5,-64,6
-6,-63,6
-5,-62,5
-4,-63,5
-4,-63,5
-6,-64,7
-7,-63,7
-6,-63,7
-5,-63,6
-5,-63,5
-5,-63,6
-4,-63,6
-5,-63,6
-5,-63,6
-4,-63,5
-5,-63,4
-5,-63,5
-6,-63,5
-6,-64,5
-6,-63,5
-6,-63,5
-6,-63,5
-5,-63,4
-5,-63,4
-6,-63,4
-6,-63,5
-6,-63,4
-6,-63,4
-6,-63,4
-7,-63,4
-7,-63,4
-7,-63,3
-6,-63,3
-7,-63,3
-6,-63,3
-7,-63,3
-6,-64,2
-6,-64,2
-6,-64,3
-6,-64,2
-7,-65,1
-5,-64,-1
-2,-63,-4
-2,-64,-5
6,-64,0
10,-64,1
-1,-65,-2
-15,-62,-2
-16,-61,-3
-32,-57,-9
-54,-52,-16
11,-69,3
3,-66,-6
-6,-67,-14
-6,-66,-8
-8,-63,-4
-9,-63,-5
-7,-63,-8
-8,-63,-10
-9,-64,-11
-9,-63,-10
-8,-63,-10
-8,-63,-10
-7,-63,-9
-8,-63,-9
-8,-63,-10
-8,-63,-10
-6,-63,-9
-6,-63,-9
-6,-63,-7
-5,-64,-7
-5,-63,-6
-5,-63,-8
-3,-63,-7
-3,-62,-7
-3,-63,-5
-3,-63,-5
-3,-63,-5
-3,-63,-4
-3,-64,-2
