1479956890.000000, IBI
26.954359,1.093800
28.157539,1.203180
29.313842,1.156303
30.392016,1.078174
31.438939,1.046923
32.438985,1.000046
33.657791,1.218806
34.751591,1.093800
35.876642,1.125051
37.017319,1.140677
45.017686,0.875040
46.064609,1.046923
47.174034,1.109426
48.314712,1.140677
49.314757,1.000046
50.299177,0.984420
51.439855,1.140677
52.611783,1.171929
53.908718,1.296934
55.065021,1.156303
56.080692,1.015671
60.893412,1.187554
61.877832,0.984420
62.987258,1.109426
72.597073,0.687531
73.300230,0.703157
80.363054,0.859414
81.206842,0.843789
82.019379,0.812537
88.566554,0.671906
89.332214,0.765660
89.894740,0.562526
93.707414,0.828163
94.348069,0.640654
95.051226,0.703157
95.707506,0.656280
96.473166,0.765660
97.176323,0.703157
104.661041,1.046923
105.723589,1.062549
106.536127,0.812537
112.302016,1.109426
113.411441,1.109426
114.520867,1.109426
115.645919,1.125051
116.755344,1.109426
117.849144,1.093800
118.942945,1.093800
120.036745,1.093800
121.161796,1.125051
122.302473,1.140677
123.505653,1.203180
124.427571,0.921917
130.912242,1.156303
132.037294,1.125051
133.177971,1.140677
134.318648,1.140677
135.412448,1.093800
136.490623,1.078174
137.615674,1.125051
138.756351,1.140677
139.865777,1.109426
140.943952,1.078174
142.084629,1.140677
143.225306,1.140677
144.350358,1.125051
145.428532,1.078174
146.553583,1.125051
147.663009,1.109426
148.788061,1.125051
149.866235,1.078174
150.960035,1.093800
152.085087,1.125051
153.241390,1.156303
154.444570,1.203180
155.600873,1.156303
156.757175,1.156303
157.991607,1.234432
159.132284,1.140677
167.788930,0.875040
168.695222,0.906291
169.554636,0.859414
170.429676,0.875040
171.351593,0.921917
172.226634,0.875040
173.148551,0.921917
174.039217,0.890666
174.961134,0.921917
175.898677,0.937543
176.773717,0.875040
